stars,text,clean_text
3,"Wisata yang cukup potensial di Madura dan dekat Surabaya, akan tetapi belum dikelola secara baik, jadi mohon bisa dikelola melalui pemerintah atau swadaya masyarakat agar bisa lebih baik lagi dan tidak ada pungli.",wisata yang cukup potensial di madura dan dekat surabaya akan tetapi belum dikelola secara baik jadi mohon bisa dikelola melalui pemerintah atau swadaya masyarakat agar bisa lebih baik lagi dan tidak ada pungli
5,Good view hanya saja papan petunjuk arah/tempat parkir sangat minim,good view hanya saja papan petunjuk arahtempat parkir sangat minim
3,Pemandangan biasa saja dan masih banyak yang perlu diperbaiki,pemandangan biasa saja dan masih banyak yang perlu diperbaiki
5,Very recommended place to be visited. Tempatnya sangat bagus untuk foto-foto hanya saja cuacanya sangat panas dan terik sehingga sangat disarankan untuk membawa kacamata hitam. Tempat parkirnya pun sangat luas. Terdapat penjual minuman juga untuk menghilangkan dahaga saat panas terik. Setiap spot di Jaddih Hill ini sangat indah.,sangat recommended place ke be visited tempatnya sangat bagus untuk fotofoto hanya saja cuacanya sangat panas dan terik sehingga sangat disarankan untuk membawa kacamata hitam tempat parkirnya pun sangat luas terdapat penjual minuman juga untuk menghilangkan dahaga saat panas terik setiap titik di jaddih hill ini sangat indah
5,Buat photo 2---menarik,buat foto menarik
4,cukup bagus tetapi masih perlu pengelolaan yang serius lagi,cukup bagus tetapi masih perlu pengelolaan yang serius lagi
4,Bisa untuk rombongan bus besar. Restribusi bis besar 80 ribu,bisa untuk rombongan bus besar restribusi bis besar ribu
5,Bagus kayk dipilem pilem india 😁😁😁😁,bagus kayk dipilem pilem india
5,Bagus banget tempatnyaa. Cocok buat refreshing,bagus sekali tempatnyaa cocok buat refreshing
1,"Pos 1 bayar seikhlasnya bilangnya buat buka jalan (koq mirip pungli)
Pos 2 bayar 5ribu per orang (ada tiket)
Pemandangan cukup bagus hanya saja tata kelolanya gak jelas. Ada danau seluas 20x50 meter plus 4buah rakit. Ada kolam renang.
Hati hati barang berharga di mobil, perlu waspada. Maklum ini area sepertinya milik swasta, jadi pemda sepertinya tidak terlibat.",pos bayar seikhlasnya bilangnya buat buka jalan koq mirip pungli pos bayar ribu per orang ada tiket pemandangan cukup bagus hanya saja tata kelolanya tidak jelas ada danau seluas x meter tambah buah rakit ada kolam renang hati hati barang berharga di mobil perlu waspada maklum ini area sepertinya milik swasta jadi pemda sepertinya tidak terlibat
1,"Bawalah banyak uang karena banyak preman pungli, pun yang mengaku resmi bertiket. Mulai masuk jalan akses sudah ditarik infaq, kemudian maju beberapa ratus meter ada pos tiket lagi, nanti mau masuk & parkir di Goa Pote juga disuruh bayar lagi, dan pindah spot juga bayar lagi. Berhati-hatilah dalam setiap langkah, bisa jadi ada tarikan lagi. Saya keluar Rp30ribu hanya untuk tiket motor. Sungguh tempat wisata yang tidak worth, gak sebanding.",bawalah banyak uang karena banyak preman pungli pun yang mengaku resmi bertiket mulai masuk jalan akses sudah ditarik infaq kemudian maju beberapa ratus meter ada pos tiket lagi nanti mau masuk parkir di goa pote juga disuruh bayar lagi dan pindah titik juga bayar lagi berhatihatilah dalam setiap langkah bisa jadi ada tarikan lagi aku keluar rpribu hanya untuk tiket motor sungguh tempat wisata yang tidak worth tidak sebanding
3,"Tempat pertambangan kapur di bangkalan madura yg bagus utk selfie ,bahkan event prewwed banyak juga di sana",tempat pertambangan kapur di bangkalan madura yang bagus untuk selfie bahkan acara prewwed banyak juga di sana
5,"pertama kesini kesan pertama : Keren!!
bagi yang suka berfoto ria / swafoto, karena memang instagrammable

info nya: dulu lokasi ini adalah sebuah penambangan batu kapur putih dan bukan tempat wisata yang dikunjungi banyak wisatawan layaknya sekarang.

saat kami kesini, masih tahap pengembangan, masih banyak yg di renovasi. saran pengembangan : akses jalan menuju lokasi diperbaiki / paving / aspal",pertama kesini kesan pertama keren bagi yang suka berfoto ria swafoto karena memang instagrammable info nya dulu lokasi ini adalah sebuah penambangan batu kapur putih dan bukan tempat wisata yang dikunjungi banyak wisatawan layaknya sekarang saat kami kesini masih tahap pengembangan masih banyak yang di renovasi saran pengembangan akses jalan menuju lokasi diperbaiki paving aspal
5,bagus,bagus
3,Paduan bukit dan air yg berwarna hijau ckup mnarik,paduan bukit dan air yang berwarna hijau ckup mnarik
5,Tempat nya bagus tpi panas,tempat nya bagus tapi panas
4,It's hot. Don't dare go there by online trans because there's no way you can get grab or gocar fr here. Quite pretty and still in development.,its hot jangan dare pergi there dari daring trans karena theres no way kamu dapat get grab atau gocar fr sini quite pretty dan still di development
4,Beutifuel,beutifuel
5,Tempat yg bagus,tempat yang bagus
5,Mantap unik ya memuaskan lah. Alami banget,mantap unik ya memuaskan lah alami sekali
5,Spot istimewa untuk berfoto selfie,titik istimewa untuk berfoto selfie
5,"Wisata bukit Jaddih lumayan juga buat rekreasi keluarga. Masuk pertama bayar 5rb trus parkir masuk pertama bayar 25rb trus parkir kedua bayar 20rb. Ini yg parkir ke goa pote. Setelah dapet parkiran baru jalan menuju wisata. Pilihan bisa masuk ke goa pote ato naik perahu dulu. Naik perahu bayar 5 ribu. Ada yg jualan minum tapi makanan berat ga ada. Pastikan udah makan dulu sebelum kesini. Jangan lupa bawa payung ato topi ya, sunblock juga udah dioles. Have fun.",wisata bukit jaddih lumayan juga buat rekreasi keluarga masuk pertama bayar rb terus parkir masuk pertama bayar rb terus parkir kedua bayar rb ini yang parkir ke goa pote setelah dapat parkiran baru jalan menuju wisata pilihan bisa masuk ke goa pote atau naik perahu dulu naik perahu bayar ribu ada yang jualan minum tapi makanan berat tidak ada pastikan sudah makan dulu sebelum kesini jangan lupa bawa payung atau topi ya sunblock juga sudah dioles punya fun
4,"Vanasss,, buat prewed cakep",vanasss buat prewed cakep
5,Tempatnya bagus bgt,tempatnya bagus sekali
5,Kapur,kapur
3,Ok,ok
5,Tempat pertambangan yang menarik,tempat pertambangan yang menarik
4,"Unik dan bagus, serba putih gitu karna perbukitan kapur. Udah mulai di mulai berkembang juga pariwisata nya, ada yang lagi dibangun, ada juga yg udah ada fasilitasnya, ada juga yg lagi ditambang kapurnya. Boleh deh buat liburan, mungkin jalan nya aja yg masih belum bagus dan banyak pungli nyaa hehe✌",unik dan bagus serba putih gitu karena perbukitan kapur sudah mulai di mulai berkembang juga pariwisata nya ada yang lagi dibangun ada juga yang sudah ada fasilitasnya ada juga yang lagi ditambang kapurnya boleh deh buat liburan mungkin jalan nya saja yang masih belum bagus dan banyak pungli nyaa hehe
4,"Bukit kapur. Pertama banget dateng kesini semuanya serba putih. Jalanan daunan pohonan rumahan putih semua. Keren sih pahatan/potongan yg mereka buat. Sayang banget restribusinya kayaknya belum teratur. Mau masuk ditarik, nyampek atas masih ditarik lagi",bukit kapur pertama sekali dateng kesini semuanya serba putih jalanan daunan pohonan rumahan putih semua keren sih pahatanpotongan yang mereka buat sayang sekali restribusinya kayaknya belum teratur mau masuk ditarik nyampek atas masih ditarik lagi
5,Jooss,jooss
5,bagus untuk berfoto,bagus untuk berfoto
4,Harusnya dikelola pemerintah biar lebih bagus dan tertata dan tidak banyak pungutan2,harusnya dikelola pemerintah biar lebih bagus dan tertata dan tidak banyak pungutan
5,Bagus baget 😁,bagus baget
5,"Bukit kapur putih keren buat yang hobi hunting foto nih. tinggal pinter2 nya kita buat cari spot foto yang pas supaya hasil foto nya keren. saran aja kalau datang lebih nyaman pas masih pagi atau sekalian sore, karna kalau siang puanas banget dan berdebu karna masih ada aktifitas penambang dan truk pengangkut yang beroprasi.",bukit kapur putih keren buat yang hobi buru foto ini tinggal pintar nya kita buat cari titik foto yang pas supaya hasil foto nya keren saran saja kalau datang lebih nyaman pas masih pagi atau sekalian sore karena kalau siang puanas sekali dan berdebu karena masih ada aktifitas penambang dan truk pengangkut yang beroprasi
5,Bagus untuk berfoto,bagus untuk berfoto
5,Takjub dengan tempat ini,takjub dengan tempat ini
5,Bagus tapi akses jalan masih kurang bagus,bagus tapi akses jalan masih kurang bagus
2,"Tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.",tempat alami bagus tapi sayang setiap bergerak bayar geser sedikit bayar keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal
5,"it's actually a mine. But the view is beautiful. Hot though, u may need hat or umbrella. For the toilet quite clean with clean and fresh water",its actually a mine but sebuah view adalah beautiful hot though kamu may butuh hat atau umbrella untuk sebuah toilet quite clean dengan clean dan segar water
4,Quite nice place as a new tourism spot. The way they explore the granite hill is quite amazing.,quite baik place sebagai a baru tourism titik sebuah way they explore sebuah granite hill adalah quite amazing
3,Bagus tapi masih belum siap untuk di datangi. Mungkin pertengahan tahun 2019 baru siap,bagus tapi masih belum siap untuk di datangi mungkin pertengahan tahun baru siap
5,"Masyaalloh,keren view.nya.tapi harus hati""debunya cukup tebal..pake kacamata biar ga kelilipan..habis dari sana jangan lupa cari carwash , hujan ga hujan debu.nya nempel tebel banget warna.nya putih..",masyaallohkeren viewnyatapi harus hatidebunya cukup tebalpake kacamata biar tidak kelilipanhabis dari sana jangan lupa cari carwash hujan tidak hujan debunya nempel tebel sekali warnanya putih
5,"Mengesankan, lebih bagus dibanding tebing breksi Yogjakarta.
Dana yang harus dikeluarkan, sbg berikut:
1. Ketika melewati jalan tujuan, akan ada kotak sumbangan sukarela. Beri seperlunya saja, 5k cukup buat aku.
2. Tiket masuk, 20k per mobil (kalau tidak salah, soalnya saya tidak tau dia hitungnya gimana, tidak ada kejelasan yg pasti, kami berempat dalam 1 mobil, hitungnya per orang atau per mobil saya tidak pasti)
3. Tiket masuk ke area danau 20k per mobil, sama dengan nomor 2, tidak ada kejelasan.
4. Dalam area danau, ada fasilitas sewa kuda, dan sewa rakit. Saya kurang tau berapa jelasnya soalnya saya tidak sewa, mungkin berkisar 10k sd 20k, brdasarkan tarif rata2.

Tempatnya sangat instagramable, bafus buat swafoto ria.

Happy travelling guys.",mengesankan lebih bagus dibanding tebing breksi yogjakarta dana yang harus dikeluarkan sebagai berikut ketika melewati jalan tujuan akan ada kotak sumbangan sukarela beri seperlunya saja k cukup buat aku tiket masuk k per mobil kalau tidak salah soalnya aku tidak tau dia hitungnya gimana tidak ada kejelasan yang pasti kami berempat dalam mobil hitungnya per orang atau per mobil aku tidak pasti tiket masuk ke area danau k per mobil sama dengan nomor tidak ada kejelasan dalam area danau ada fasilitas sewa kuda dan sewa rakit aku kurang tau berapa jelasnya soalnya aku tidak sewa mungkin berkisar k sd k brdasarkan tarif rata tempatnya sangat instagramable bafus buat swafoto ria senang travelling teman
3,"Bukit Jaddih...
Lihat tambang kapur, masih aktif...",bukit jaddih lihat tambang kapur masih aktif
5,"Tempat penghilang penat dari kesibukan dikantor yg bersahabat dgn dompet, hanya akses dr jalan raya yg perkampungan msh sempit. All around very nice.",tempat penghilang pusing dari kesibukan dikantor yang bersahabat dengan dompet hanya akses dari jalan raya yang perkampungan masih sempit semua around sangat baik
5,Tempat wisata alternative,tempat wisata alternative
3,cocok buat hunting foto ..,cocok buat buru foto
3,Sebenarnya bagus sih utk fofo2 sayangnya....panaaaaaaas,sebenarnya bagus sih untuk fofo sayangnyapanaaaaaaas
1,"Kalo untuk tempat sangat bagus dan strategis,tapi sangat di sayangkan untuk menuju ke tempat tersebut kita harus mengocak lumayan uang yg harus di keluarkan,sperti tiket parkir yang begitu mahal,sebelum masuk pasti di berhentikan untuk membayar tiket parkit,trus begitu kita masuk ke tempat goa pote,kita jg harus membayar kembali tiket perorang..",kalau untuk tempat sangat bagus dan strategistapi sangat di sayangkan untuk menuju ke tempat tersebut kita harus mengocak lumayan uang yang harus di keluarkansperti tiket parkir yang begitu mahalsebelum masuk pasti di berhentikan untuk membayar tiket parkittrus begitu kita masuk ke tempat goa potekita juga harus membayar kembali tiket perorang
5,Danau bukit jaddih,danau bukit jaddih
3,"+ : viewnya bagus,
- : pemungutan tiketnya banyak (3x)",viewnya bagus pemungutan tiketnya banyak x
3,Something different frim the usual tourist attraction. Pls make better roadway.,something different frim sebuah usual tourist attraction tolong buat better roadway
5,Banyak wahana nya,banyak wahana nya
5,"Tempat yg indah lan layak untuk dikunjungi, akatetapi akses jalan yg cukup sulit",tempat yang indah lan layak untuk dikunjungi akatetapi akses jalan yang cukup sulit
4,"Pemandangan yang ditawarkan indah banget, tempatnya berangin, tapi banyak truk suka lalu lalang, tempat yang aslinya panas makin panas deh",pemandangan yang ditawarkan indah sekali tempatnya berangin tapi banyak truk suka lalu lalang tempat yang aslinya panas makin panas deh
5,good place,good place
3,"bukitnya lumayan bagus,tapi sedikit² bayar,geser parkir dikit bayar.",bukitnya lumayan bagustapi sedikit bayargeser parkir dikit bayar
5,Bagus tempatnya,bagus tempatnya
4,Bagus cuma panas,bagus hanya panas
4,Keren,keren
4,Panas,panas
5,Tempat nya bagus bingit,tempat nya bagus bingit
3,"panas, bukit kapur yang dipercantik, ada kuda yang bisa dinaiki anak-anak.",panas bukit kapur yang dipercantik ada kuda yang bisa dinaiki anakanak
4,"Cocok buat photo prewedding, selfi dll. Tempatnya sangat berdebu krn musim panas, Jangan lupa bawa Masker atau penutup Hidung",cocok buat foto prewedding selfi dsb tempatnya sangat berdebu karena musim panas jangan lupa bawa masker atau penutup hidung
