stars,teks
5,alhamdulilah pertamakali kesini tahun ternyata setelah tahun tidak ke bukit jaddih sudah banyak sekali yang berubah banyao spotspot baru yang menarik untuk di explore juga kawasan eisata sudah diperbaiki recommended sekali biat kalian yang mau buru foto ditempat ini buat foto prewed juga oke ini
4,di bukit jaddih panas jd harus pakai sun block ya teman
4,bagus kok hanya kalau ke situ jangan sendirian
4,tempat bagus hanya banyak pungli tiket masuk rb terus di dalam eh masih ditarik uang parkir rb
4,lumayan mending tidak waktu musim panas kalau kesini
5,tempat wisata dibukit kapur
2,jika dikelola oleh profesionalpasti akan lebih baik
5,sanhat bagus
4,banyak titik foto
5,saran aku jangan bawa motor sendiri kesini kalau ada mobil mending bawa mobil aksesnya rawan begal sudah banyak kejadian tapi titik nya memang bagus dan cocok buat foto foto bawa payung sama jaket panassss coy bisa belang lama lama disana
4,bukit jaddih bersama ibu ibu kenes
5,bukit jaddih berlokasi di kabupaten bangkalan madura bukit jaddih berupa bukit kapur yang menawarkan banyak tempat untuk dikunjungi
4,tempatnya cocok bagi para penggemar fotografi dan berselfie yang kurang yaitu tempatnya panas dan jalan menuju tempat ini terbilang agak sulit untuk kendaraan mobil atau bis
4,tempatnya lumayan bagus tapi panas sekali
5,hati hati pungli
3,tempat ini bagus banyak titik foto tapi jika musim panas disini sangattt panass sekali
5,tempatnya bagus untuk foto
4,kawasan bukit bekas penambangan batu kapur ini sangat berpotensi untuk dijadikan wisata tentunya dengan penataan yang lebih baik dari pengelola bukit batu kapur dengan liang berbentuk seperti tempat tinggal pada masa zaman batu fasilitasnya cukup baik ada toko suvenir kantin dan toilet
4,lumayan buat alternatif wisata surabya madura kalau kesini jangan senin sepi sekali
5,keren asyik buat foto
5,tempatya sangat indah
4,sayang lagi renovasi
5,titik yang luar biasahanya tidak ada fasilitas yang memadai dan factor safetynya kurangkemudian loket karcisnya tidak jelassemacam pemalakan
5,bagus sekali tempatnya disarankan bawa topi ya panas sekali soalnya tidak ada pohon hehe
3,bukit jaddih tidak menawarkan kesejukan dan kehijauan siap untuk berpanas dan debu beterbangan tetapi untuk titik foto lain dari yang lain tempat ini patut jadi pilihan
3,awalnya tempat ini merupakan tempat penambangan batu kapur lebih baik kesini pada pagi hari atau sore diusahakan kesini naik mobil kalaupun terpaksa naik motor harus ramerame untuk menghindari tindak pembegalan tiket masuk lumayan murah
5,tempat nya nyaman sekali sepanjang jalan mata dimanjakan dengan alam
5,bagus hanya saja kemarin danaunya surut dan membuat mobil seperti mandi kapur
5,bagus sih berasa lagi di suasana timur
4,puuuuaaaaaanaaas sekali tempatny maklum tmpt penambangan batu kapur
2,panas sejaki
4,sebenernya pemandangan nya bagustapi ya gitu pas tengah jalan banyak orang yang nanyain mau ke jaddih tidak dan djawab tidak sama teman ku kalau tidak akan suruh bayar lagi
3,biasa saja
3,sayang sekali sesampainya di sana airnya tidak adakering
5,mantap
3,tempat cukup lumayan untuk dikunjungi
4,perlu ditanami beberapa pohon biar tidak terlalu panas
5,tempat nya bagus buat buru
5,tapi ini panas
5,indah sekali
3,panas tidak terkesan seperti yang aku harapkan
5,anginya kemarin kencang jd kapur berterbangan buat sesak terus banyak pungutan gais seperti setiap titik itu dipegang sma beberap orang yang mana kita hra bayar admin orang rb syedihhh
5,danaunya seperti tidak terawat aksesnya juga kurang bagus tapi lumayan seh buat foto
2,ada preman yang tiba minta uang dengan alasan beda zona padahal didalam lokasi saat datang ke daerah ini harus siap uang karena baru mau masuk jalan menuju lokasi diminta uang masuk lokasi dimintai uang tiket masuk di zona lokasi diminta uang katanya lokasi wisata terbagi menjadi zona setiap zona dimintai uang menurut informasi dari temanteman daerah ini juga rawan kejahatan jadi harap berhatihati usahakan jangan pernah datang sendirian
5,titik fotonya bagus tapi kita harus tahan soalnya memang tambang kapur jadi banyak suara mesin yang lagi nambang
3,mudah ditemukan pakai google map pasti ketemu tempatnya karena kesana sore jd ndak terlalu panas apalagi saat musim kemarau jd kering ndak ada danaunya lumayan bagus tempatnya apalagi yang suka ndaki batu kapurnya lumayan eksotis apalagi pas matahari mau terbenam siluet cukup menawan hanya sayangnya jalan kelokasi blm bagus
3,tempatnya tersembunyi sekali dan untuk akses jalan kurang memadai bahkan ada beberapa jalan hanya muat untuk mobil saja jadi apabila papasan salah satu mobil harus mundur semua over tempat wisata ini cukup menarik saja untuk di kunjungi jadi awalnya ini dulu adalah bukit gunung kapur yang di tambang oleh masyarakat sekitar sehingga menyebabkan terbentuknya berbagai macam bentuk kalau tanya apakah tempat ini recom untuk skala aku beri
5,favorit tapi sayang sekali sekarang sudah tidak ada jalan untuk ke atas bukitnya
4,jika kamu berkunjung saat siang hari jangan lupa untuk membawa payung topi atau berpakain tertutup atau jangan lupa pakai sunblock untuk masuk ke arena yang lain biasanya dikenakan biaya masuk kembali
5,sangat indah
5,tempatnya sangat bagus tapi cuaca nya xtrim
4,bagus
5,bagus
5,bagus tapi hati kalau mau kesana banyak begal
3,bukit jaddih madura lengkapnya lebih banyak dikenal dengan bukit kapur jaddih namun sebagian besar orang lebih suka menyebutnya bukit jaddih saja bukit ini sebenarnya adalah sebuah penambangan batu kapur putih dan bukan sebagai tujuan wisata seperti umumnya kondisinya agak mirip dengan brown canyon yang ada di semarang yang juga tempat penambangan pasir hanya saja kalau bukit jaddih ini adalah penambangan batu kapur putih
5,tempat ini awalnya hanya penambangan batu kapur putih yang akhirnya lama kelamaan jadi tempat wisata yang cukup indah tempat wisata ini adalah tempat yang indah dengan pemandangannya
3,tempat toilet minus perlu perhatian dan tempat sholat segera di pikirkan
4,danaunya kering
4,panas sekali tapi bagus untuk berfoto tempat tenang
4,bagus dan sesuatu yang baru
4,tempatnya bagus sayang panas nya menyengat
2,tempat dan pemandanganya menarik tapi untuk kesana lagi takut dua kali kesana ketemu orang terkena begal jadi yang mau kcna lagi harus banyak temem bersamaan
4,tempat yang bagus
3,tempat indah unk ambil foto liburan keluarga kerabat tapi siapkan masker dan baju panjang topi jaket karena lumayan panas pengalaman aku jangan mudah percaya orang lain yang mengaku pengelola tempat tersebut karena banyak calo diluar saat memasuki temoat tersebut
4,luar biasa
4,wisata yang indah buat di kunjungin tapi kalau kesini pas musim kemarau harus siap bawa masker karena debu dari truk yang lewat kalau terlanjurr tidak bawa disana ada yang jual harganya sekitar rb pcs tempatnya lumayan gersang juga sayangnya pas kesana air di danau nya lagi tidak ada jadi benar benar kering dan debu dimana mana mungkin kedepannya lebih di kelola dengan baik lagi sama pemerintah daerah nya biar lebih bisa menarik wisatawan lokal maupun mancanegara
5,tempatnta bagus instagram mable sekali buat selfie selfie bagussuasana santai
3,buat foto oke sih tapi sayang tidak ada tempat sampah disana di beberapa titik ada sampah yang berserakan mengurangi keindahan udaranya panas tapi ada angin yang semilir parkirnya k tiket masuk per orang k
5,keren
5,bukit buatan yang indah
4,bagus hanya belum sepenuhnya jadi
5,kereeen
4,tempat yang cocok untuk penyuka fotografi
3,menuju bukit jeddih dari pintu keluar jembatan suramadu lurus saja di pertigaan besar pertama belok kiri ikuti jalan kecil aspal hati hati bila terjadi simpangan dengan mobil harus mengalah pintu masuknya tersamar tidak ada petunjuk yang representatif ada kali penarikan restribusihhmmm obeject wisata bukit jeddih secara lay keluar dan pemandangan lebih bagus dari tebing brexi jogja namun masyarakat disekitar bukit jedih dan pemerintah daerahnya belum optimal memanfaatkanya panas dan kurang pohon peneduh saat datang lagi musim kemarau sehingga danau bukit jeddih kering kerontang ini juga menjadi tugas bagi pengelola di saat musim kemarau
2,kondisi sekarang sekali jelek gersang tlalu banyak byr untuk masuk ksana
5,wisata buatan dari penambangan batu kapur
4,sangat bagus dan keren buat foto
4,tempat penambangan batu kapur di madura yang menjadi hitz sebagai titik fotomau berbagi pengalaman jika sudah sampai dekat sana tanya dengan warga sekitarpada aku saat kesana aku salah masuk melalui pintu para penambang kapur dan dalam posisi sangat sepiapesnya lagi dari orang asli sana yang telah aku tanya semuanya hanya bisa bahasa madura semuaberikut beberapa foto aku disana
3,panas sekali
5,kerennnn hanya panas saja kalau sudah siang
3,bagus tapi panas sekali cuacanya
3,mantab sekalihanya saja wisata ini belum jadimungkin tahun lagi bukit ini akan menjadi bukit yang istimewa
4,di sarankan untuk datang di pagi atau sore hari kalau pas siang hari panasnya kebangetan
4,tempat yang bagus
5,wisata batu kapur di bangkalan madura hanya jam dari surabaya disarankan membawa mobil yang tidak ceper mpv atau suv karena medannya lumayan terjal wajib membawa payung dan sunblock jika takut panas karena kawasan kapur jadi udara terasa panas dan matahari sangat terik jika musim kemarau panjang telaga kehabisan air
5,tempat yang bagus buat foto
3,akses jalan tidak terlalu lebar mobil sudah mepet kalau sudah deket lokasi akan ngebul debu dari batu gamping terakhir ke sana waktu juli dan masih ada renovasi untuk memperindah kawasan wisata dan melengkapi fasilitas yang dibutuhkan seperti lahan parkir dan jumlah warung jajanan
3,tempatnya panas siap bawa payung terlalu banyak retribusi menjengkelkan
3,halo review buat kunjungan bukit jaddih sebenarnya asyik sih kalau buat liburan atau sekedar refreshing ya namun pengelolaan di bukit jaddih ini masih harus ditingkatkan lagi karena bayar tiket masuknya tiap titik
3,tidak ketok yo lak ndek jaddih
5,indah
3,panas dan berdebu fasilitas umum kurang
4,gerbang masuk lokasi kurang meyakinkan
4,akses ke tempat masih sulit melewati jalan berlubang banyak pungutan liar sepanjang perjalanan ke lokasi tempat indah banyak pedagang makanan di lokasi saran jangan datang siang karena sangat panas
4,ini destinasi yang cukup unik tapi aku yakin destinasi ini selalu berubah karena ini juga milik aku seharusnya ada telaga berwarna biru namun sesampainya di sana telaga tersebut kering jadi itu mengecewakan karena danau adalah salah satu yang menarik salah satu staf yang bekerja di sana mengatakan kepada aku bahwa ini masih musim kemarau itulah sebabnya tidak ada danau
2,masih tahap pambangunan
5,indah
2,sama seperti bukit kapur lainnya tidak dikelola dengan baik
5,banyak titik yang bagus buat buru htm terjangkau yah
4,jalannya masih rusak maklum masih ada proses penambangan
4,destinasi wisata madura yang kerrennnnn dan mudah dan dekat dengan surabaya
5,kalau datang kesini pagi atau sore karena kalau siang panas coy
3,area tambang batu kapur yang juga di fungsi kan sebagai obyek wisata banyak debu panasharap maklum fasilitas obyek wisata nya yang tersedia kurang memadai
4,semoga kedepannya bisa diperbaiki lagi akses jalan menuju bukut jaddih pemandangan bagus hanya saja kurang menarik karena pengelolaan tempatnya belum maksimal
3,bagus temoatnya sayang masih ditambang
3,siap siap payung saja bro karena panas nya seperti di padang pasir
5,perjalanan tidak terencana alhamdulilah punya teman orangorang baik di jemput dari malang main keliling surabaya dan melewati jembatan suramadu menyebrang selat madura pengalaman pertama pertama kali menginjak kaki di pulau madura
5,kalau pagi panas disarankan agak sore
4,guratan penambang batu kapur membentuk goa yang indah meskipun tempatnya berdebu kalau kemarau becek waktu hujan
5,aku n kluarga liburan kesini indah juga suatu saat aku akan ksini lagi insyallah madura adalah sebuah terbaik
1,dikolam tidak ada airnya masih dalam pengembangan yang masih jauh dari kata selesai bagi pengendara motor hati karena jalan tidak rata jadi mudah tergelincir
2,tempat panas dan terlalu banyak tarikan atau retribusinya
3,
5,tempatnya indah sayang jalannya masih harus diperbaiki
4,penorama bukit kapur yang indah ada kolam hijau dan aku pote view berfoto bagus sekali cuaca panas sekali
4,tempatnya asyik untuk dikunjungi menambah adrenaline jika naik motor di musim kemarau wajib pakai masker karena akan sangatsangat berdebu dan membahayakan paruparu
3,panas pollll
5,panasss jika berkunjung disarankan membawa payung atau topi
3,cukup baguslah untuk adventure
5,harus di kerjakan oleh tenaga ahli yang profesional tambah lagi tanamannya agar sejuk
2,akses petunjuk arah lokasi belum ada
3,jalan masuk dan tempat nya debu nya wauuuuuu bisa untk bedak kulittubuh untuk bukit nya bagus sekali
2,kurang rekomended karena pertama aksesibilitas nya kurang jalannya sempit dan agak sepi sehingga tidak meyakinkan dan berbahaya menurut aku kalau tidak rame kurang worth it tidak jelas informasinya pintu masuknya dan tiba ada yang nagih suruh bayar masuknya sebenernya lumayan bagus tempatnya tapi tidak terlalu berharga untuk dijadikan tempat berlibur hanya foto bentar terus ya sudah eheheh
5,tempatnya bagus tapi akses kesana jalannya perlu diperbaiki
5,sangat menarik cuacanya sangat panas saat itu tetapi sepadan dengan foto dan pemandangannya siapkan topi dan masker pasti harus pakai
5,lumayan
4,bagus untuk foto foto
5,panasberdebu tapi memanjakan mata
4,fasilitas hiburan masih kurang
3,kapurnya bikin gregett
3,bagus kalau sudah jadi sementara baru proses pembangunan
5,bagus
5,bagus
3,sepi kurang terawat akses jalan menuju lokasi banyak yang rusak
4,tambang batu kapur
3,berdebu dan ya lautan pasir panas juga
3,bukit kapur waktu kesana bulan oktober panas sekali dan berdebu sekali masih ada perbaikan dan penyempurnaan sich hanya untuk debu kapurnya itu belum dikekola dengan baik untuk parkir saja harus x bayar belum dihitung lagi per orangnya sayang sekali
2,sebenarnya obyeknya lumayan bagus hanya pengelolaanny masih amatir tiket masuk tidak jelas waktu sy kesana diminta bayaran di titik yang berbeda saat diminta penjelasan kok bayarnya lebih dari sekali jawabanny tidak memuaskan tapi kalau memang mau kesana disarankan pagi atau sore hari karena udara sangat panas dan siapkan topi atau payung
4,tempat ini bisa menjadi lebih baik jika dikelola dengan baik
3,hootttsssss bingit tempat nya tapi keren juga
2,penuh debu kapur putih suasana panas tapi indah pemandangannya
3,minim fasilitas akses jalan kurang baik
5,bukit nya yang berwarna kapur menjadi lebih menarik dan indah di pandang
5,jika kamu berkunjung ke pulau madura kamu wajib ke bukit jadih lokasi nya di pulau bangkalan suasanya keren matamu akan dimanjakan dengan bukit putih yang sudah di bentuk cantik sekali
4,bagus
5,bagus cich terakhir kesana masih proses pengembangan lagi kalau kesana jangan siang panasnya minta ampun
5,fenomenal tidak nyangka man made hill sebagus ini
5,bukit kapur yang sangat indah tapi bagi pengendara bermotor di harap berhati hati di karnakan rawan begal
5,cantik meski banyak debu
3,itu bagus
2,biasa saja
5,mungkin karena baru mesti bayar dua kali masuk kendaraan dan tiket perorangnya saat ditanya kalau sudah bayar waktu masuk malah tidak bisa jawab dengan jelas
